agent8_2.actions,agent8_2.flat_exam, agent8_2.hilly_exam, agent8_2.forest_exam
2145, 420, 0, 0, 17065, 3046, 0, 0, 763, 153, 0, 0
2283, 445, 0, 0, 19425, 3376, 0, 0, 7327, 1512, 0, 0
7156, 448, 409, 451, 950, 76, 64, 63, 13540, 851, 1121, 1262
70330, 600, 1578, 4648, 4720, 301, 281, 313, 7490, 479, 640, 566
29250, 567, 930, 2392, 135980, 1701, 3821, 8970, 10458, 664, 942, 801
